Code,ICD-9 Code,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
13785,V233,Grand multiparity,Ot compl bir,,,"Pregnancy, incomplete"
13786,V2341,Preg w hx pre-term labor,Ot compl bir,,,"Pregnancy, incomplete"
13787,V2342,Preg w hx ectopic preg,Ot preg comp,,,"Pregnancy, incomplete"
13788,V2349,Preg w poor obs hx NEC,Ot compl bir,,,"Pregnancy, incomplete"
13789,V235,Preg w poor reproduct hx,Ot compl bir,,,"Pregnancy, incomplete"
13790,V237,Insufficnt prenatal care,Ot compl bir,,,"Pregnancy, incomplete"
13791,V2381,Suprv elderly primigrav,Ot compl bir,,,"Pregnancy, incomplete"
13792,V2382,Suprv elderly multigrav,Ot compl bir,,,"Pregnancy, incomplete"
13793,V2383,Suprv young primigravida,Ot compl bir,,,"Pregnancy, incomplete"
13794,V2384,Suprv young multigravida,Ot compl bir,,,"Pregnancy, incomplete"
13795,V2385,Pregnt-assist repro tech,Ot compl bir,,,"Pregnancy, incomplete"
13796,V2386,Preg-hx in utro prev prg,Ot compl bir,,,"Pregnancy, incomplete"
13797,V2387,Preg w incon fetl viabil,Ot preg comp,,,"Pregnancy, incomplete"
13798,V2389,Suprv high-risk preg NEC,Ot compl bir,,,"Pregnancy, incomplete"
13799,V239,Suprv high-risk preg NOS,Ot compl bir,,,"Pregnancy, incomplete"
13800,V240,Postpart care after del,Nml preg/del,,,"Pregnancy, complete"
13801,V241,Postpart care-lactation,Nml preg/del,,,"Pregnancy, complete"
13802,V242,Rout postpart follow-up,Nml preg/del,,,"Pregnancy, complete"
13803,V2501,Prescrip-oral contracept,Contraceptiv,,,
13804,V2502,Initiate contracept NEC,Contraceptiv,,,
13805,V2503,Contracept mgmt-emergncy,Contraceptiv,,,
13806,V2504,Natrl fam pln-avoid preg,Contraceptiv,,,
13807,V2509,Contraceptive mangmt NEC,Contraceptiv,,,
13808,V2511,Insertion of iud,Contraceptiv,,,
13809,V2512,Removal of iud,Contraceptiv,,,
13810,V2513,Remove/insert iud,Contraceptiv,,,
13811,V252,Sterilization,Contraceptiv,,,
13812,V253,Menstrual extraction,Contraceptiv,,,
13813,V2540,Contracept surveill NOS,Contraceptiv,,,
13814,V2541,Contracept pill surveill,Contraceptiv,,,
13815,V2542,Iud surveillance,Contraceptiv,,,
13816,V2543,Srvl mplnt sbdrm cntrcep,Contraceptiv,,,
13817,V2549,Contracept surveill NEC,Contraceptiv,,,
13818,V255,Nsrt mplnt sbdrm cntrcep,Contraceptiv,,,
13819,V258,Contraceptive mangmt NEC,Contraceptiv,,,
13820,V259,Contraceptive mangmt NOS,Contraceptiv,,,
13821,V260,Tuboplasty or vasoplasty,Contraceptiv,,,
13822,V261,Artificial insemination,Contraceptiv,,,
13823,V2621,Fertility testing,Contraceptiv,,,
13824,V2622,Sterilzation rev aftcare,Contraceptiv,,,
13825,V2629,Investigate & test NEC,Contraceptiv,,,
13826,V2631,Fem genetic test dis car,Contraceptiv,,,
13827,V2632,Female genetic test NEC,Contraceptiv,,,
13828,V2633,Genetic counseling,Contraceptiv,,,
13829,V2634,Male genetc test dis car,Contraceptiv,,,
13830,V2635,Test male/fem preg loss,Contraceptiv,,,
13831,V2639,Male genetic test NEC,Contraceptiv,,,
13832,V2641,Natrl family plan counsl,Contraceptiv,,,
13833,V2642,Fertlity preserv counsel,Contraceptiv,,,
13834,V2649,Procr mgmt cnsl/adv NEC,Contraceptiv,,,
13835,V2651,Tubal ligation status,Contraceptiv,,,
13836,V2652,Vasectomy status,Contraceptiv,,,
13837,V2681,Assist repro fertility,Contraceptiv,,,
13838,V2682,Fertility preserv proc,Contraceptiv,,,
13839,V2689,Procreative managemt NEC,Contraceptiv,,,
13840,V269,Procreative mangmt NOS,Contraceptiv,,,
13841,V270,Deliver-single liveborn,Nml preg/del,,,"Pregnancy, complete"
13842,V271,Deliver-single stillborn,Nml preg/del,,,"Pregnancy, complete"
13843,V272,"Deliver-twins, both live",Nml preg/del,,,"Pregnancy, complete"
13844,V273,"Del-twins, 1 nb, 1 sb",Nml preg/del,,,"Pregnancy, complete"
13845,V274,"Deliver-twins, both sb",Nml preg/del,,,"Pregnancy, complete"
13846,V275,"Del-mult birth, all live",Nml preg/del,,,"Pregnancy, complete"
13847,V276,"Del-mult brth, some live",Nml preg/del,,,"Pregnancy, complete"
13848,V277,"Del-mult birth, all sb",Nml preg/del,,,"Pregnancy, complete"
13849,V279,Outcome of delivery NOS,Nml preg/del,,,"Pregnancy, complete"
13850,V280,Screening-chromosom anom,Other screen,,,"Pregnancy, incomplete"
13851,V281,Screen-alphafetoprotein,Other screen,,,"Pregnancy, incomplete"
13852,V282,Screen by amniocent NEC,Other screen,,,"Pregnancy, incomplete"
13853,V283,Scr fetl malfrm-ultrasnd,Other screen,,,"Pregnancy, incomplete"
13854,V284,Screen-fetal retardation,Other screen,,,"Pregnancy, incomplete"
13855,V285,Screen-isoimmunization,Other screen,,,"Pregnancy, incomplete"
13856,V286,Antenatal screen strep b,Immuniz/scrn,,,"Pregnancy, incomplete"
13857,V2881,Scrn fetal anatmc survey,Other screen,,,"Pregnancy, incomplete"
13858,V2882,Scrn risk preterm labor,Other screen,,,"Pregnancy, incomplete"
13859,V2889,Antenatal screening NEC,Other screen,,,"Pregnancy, incomplete"
13860,V289,Antenatal screening NOS,Other screen,,,"Pregnancy, incomplete"
13861,V290,NB obsrv suspct infect,Exam/eval,,,Baby 4
13862,V291,NB obsrv suspct neurlgcl,Exam/eval,,,Baby 4
13863,V292,Obsrv NB suspc resp cond,Exam/eval,,,Baby 4
13864,V293,NB obs genetc/metabl cnd,Exam/eval,,,Baby 4
13865,V298,NB obsrv oth suspct cond,Exam/eval,,,Baby 4
13866,V299,NB obsrv unsp suspct cnd,Exam/eval,,,Baby 4
13867,V3000,Single lb in-hosp w/o cs,Liveborn,,,Baby 5
13868,V3001,Single lb in-hosp w cs,Liveborn,,,Baby 5
13869,V301,Singl livebrn-before adm,Liveborn,,,Baby 5
13870,V302,Single liveborn-nonhosp,Liveborn,,,Baby 5
13871,V3100,Twin-mate lb-hosp w/o cs,Liveborn,,,Baby 4
13872,V3101,Twin-mate lb-in hos w cs,Liveborn,,,Baby 4
13873,V311,"Twin, mate lb-before adm",Liveborn,,,Baby 4
13874,V312,"Twin, mate lb-nonhosp",Liveborn,,,Baby 4
13875,V3200,Twin-mate sb-hosp w/o cs,Liveborn,,,Baby 4
13876,V3201,Twin-mate sb-hosp w cs,Liveborn,,,Baby 4
13877,V321,"Twin, mate sb-before adm",Liveborn,,,Baby 4
13878,V322,"Twin, mate sb-nonhosp",Liveborn,,,Baby 4
13879,V3300,Twin-NOS-in hosp w/o cs,Liveborn,,,Baby 4
13880,V3301,Twin-NOS-in hosp w cs,Liveborn,,,Baby 4
13881,V331,Twin NOS-before admissn,Liveborn,,,Baby 4
13882,V332,Twin NOS-nonhosp,Liveborn,,,Baby 4
13883,V3400,Oth mult lb-hosp w/o cs,Liveborn,,,Baby 4
13884,V3401,Oth mult lb-in hosp w cs,Liveborn,,,Baby 4
13885,V341,Oth mult nb-before adm,Liveborn,,,Baby 4
13886,V342,Oth multiple nb-nonhosp,Liveborn,,,Baby 4
13887,V3500,Oth mult sb-hosp w/o cs,Liveborn,,,Baby 4
13888,V3501,Oth mult sb-in hosp w cs,Liveborn,,,Baby 4
13889,V351,Oth mult sb-before adm,Liveborn,,,Baby 4
13890,V352,Oth multiple sb-nonhosp,Liveborn,,,Baby 4
13891,V3600,Mult lb/sb-in hos w/o cs,Liveborn,,,Baby 4
13892,V3601,Mult lb/sb-in hosp w cs,Liveborn,,,Baby 4
13893,V361,Mult nb/sb-before adm,Liveborn,,,Baby 4
13894,V362,Multiple nb/sb-nonhosp,Liveborn,,,Baby 4
13895,V3700,Mult brth NOS-hos w/o cs,Liveborn,,,Baby 4
13896,V3701,Mult birth NOS-hosp w cs,Liveborn,,,Baby 4
13897,V371,Mult brth NOS-before adm,Liveborn,,,Baby 4
13898,V372,Mult birth NOS-nonhosp,Liveborn,,,Baby 4
13899,V3900,Liveborn NOS-hosp w/o cs,Liveborn,,,Baby 5
13900,V3901,Liveborn NOS-hosp w cs,Liveborn,,,Baby 5
13901,V391,Liveborn NOS-before adm,Liveborn,,,Baby 5
13902,V392,Liveborn NOS-nonhosp,Liveborn,,,Baby 5
13903,V400,Problems with learning,Developmental,,,
13904,V401,Prob with communication,Developmental,,,
13905,V402,Mental problems NEC,Miscellaneous,,,
13906,V4031,Wandering-dis elsewhere,Miscellaneous,,,
13907,V4039,Oth spc behavior problem,Miscellaneous,,,
13908,V409,Mental/behavior prob NOS,Miscellaneous,,,
13909,V410,Problems with sight,Blindness,,,
13910,V411,Eye problems NEC,Other eye dx,,,
13911,V412,Problems with hearing,Other ear dx,,,
13912,V413,Ear problems NEC,Other ear dx,,,
13913,V414,Voice production problem,Ot uppr resp,,,
13914,V415,Smell and taste problem,Oth nerv dx,,,
13915,V416,Problem w swallowing,Other GI dx,,,
13916,V417,Sexual function problem,Other GU dx,,,
13917,V418,Probl w special func NEC,Unclassified,,,
13918,V419,Probl w special func NOS,Unclassified,,,
13919,V420,Kidney transplant status,Chr kidney dis,,,"Renal, Medium"
13920,V421,Heart transplant status,Ot circul dx,HCC174 Major Organ Transplant Status,,"Cardiovascular, Very High"
13921,V422,Heart valve transplant,Hrt valve dx,,,"Cardiovascular, Low"
13922,V423,Skin transplant status,Oth skin dx,,,"Skin, High"
13923,V424,Bone transplant status,Ot bone dx,,,"Skeletal, Medium"
13924,V425,Cornea transplant status,Other eye dx,,,"Eye, Low"
13925,V426,Lung transplant status,Oth low resp,HCC174 Major Organ Transplant Status,,"Pulmonary, Very High"
13926,V427,Liver transplant status,Oth liver dx,HCC174 Major Organ Transplant Status,,"Gastrointestinal, High"
13927,V4281,Trnspl status-bne marrow,Unclassified,HCC174 Major Organ Transplant Status,,"Cancer, High"
13928,V4282,Trspl sts-perip stm cell,Unclassified,HCC174 Major Organ Transplant Status,,
13929,V4283,Trnspl status-pancreas,Unclassified,HCC174 Major Organ Transplant Status,,"Diabetes, type 1 High"
13930,V4284,Trnspl status-intestines,Unclassified,HCC174 Major Organ Transplant Status,,"Gastrointestinal, High"
13931,V4289,Trnspl status organ NEC,Unclassified,,,
13932,V429,Transplant status NOS,Unclassified,,,"V Code, Not Well Defined"
13933,V430,Eye replacement NEC,Other eye dx,,,
13934,V431,Lens replacement NEC,Cataract,,Cataract,"Eye, Very Low"
13935,V4321,Heart assist dev replace,Ot circul dx,HCC174 Major Organ Transplant Status,,
13936,V4322,Artficial heart replace,Ot circul dx,HCC174 Major Organ Transplant Status,,"Cardiovascular, Very High"
13937,V433,Heart valve replac NEC,Hrt valve dx,,,
13938,V434,Blood vessel replac NEC,Ot circul dx,,,
13939,V435,Bladder replacement NEC,Other GU dx,,,
13940,V4360,Joint replaced unspcf,Ot conn tiss,,,
13941,V4361,Joint replaced shoulder,Ot conn tiss,,,
13942,V4362,Joint replaced elbow,Ot conn tiss,,,
13943,V4363,Joint replaced wrist,Ot conn tiss,,,
13944,V4364,Joint replaced hip,Ot conn tiss,,,
13945,V4365,Joint replaced knee,Ot conn tiss,,,
13946,V4366,Joint replaced ankle,Ot conn tiss,,,
13947,V4369,Oth spcf joint replaced,Ot conn tiss,,,
13948,V437,Limb replacement NEC,Ot conn tiss,,,
13949,V4381,Larynx replacement,Unclassified,,,
13950,V4382,Breast replacement,Unclassified,,,
13951,V4383,Artific skin repl status,Unclassified,,,
13952,V4389,Organ/tiss replacmnt NEC,Unclassified,,,
13953,V440,Tracheostomy status,Ot uppr resp,HCC77 Respirator Dependence/Tracheostomy Status,,"Pulmonary, Very High"
13954,V441,Gastrostomy status,Other GI dx,HCC176 Artificial Openings for Feeding or Elimination,,"Gastrointestinal, High"
13955,V442,Ileostomy status,Other GI dx,HCC176 Artificial Openings for Feeding or Elimination,,"Gastrointestinal, High"
13956,V443,Colostomy status,Other GI dx,HCC176 Artificial Openings for Feeding or Elimination,,"Gastrointestinal, High"
13957,V444,Enterostomy status NEC,Other GI dx,HCC176 Artificial Openings for Feeding or Elimination,,"Gastrointestinal, High"
13958,V4450,Cystostomy status NOS,Other GU dx,HCC176 Artificial Openings for Feeding or Elimination,,"Renal, Medium"
13959,V4451,Cutaneous-vesicos status,Other GU dx,HCC176 Artificial Openings for Feeding or Elimination,,"Renal, Medium"
13960,V4452,Appendico-vesicos status,Other GU dx,HCC176 Artificial Openings for Feeding or Elimination,,"Renal, Medium"
13961,V4459,Cystostomy status NEC,Other GU dx,HCC176 Artificial Openings for Feeding or Elimination,,"Renal, Medium"
13962,V446,Urinostomy status NEC,Other GU dx,HCC176 Artificial Openings for Feeding or Elimination,,"Renal, Medium"
13963,V447,Artificial vagina status,Unclassified,,,"Genital, Extra Low"
13964,V448,Artif open status NEC,Unclassified,HCC176 Artificial Openings for Feeding or Elimination,,"V Code, Not Well Defined"
13965,V449,Artif open status NOS,Unclassified,HCC176 Artificial Openings for Feeding or Elimination,,"V Code, Not Well Defined"
13966,V4500,Status cardc dvce unspcf,Conduction,,,"Cardiovascular, Medium"
13967,V4501,Status cardiac pacemaker,Conduction,,,"Cardiovascular, Medium"
13968,V4502,Status autm crd dfbrltr,Conduction,,,"Cardiovascular, Medium"
13969,V4509,Status oth spcf crdc dvc,Conduction,,,"Cardiovascular, Medium"
13970,V4511,Renal dialysis status,Chr kidney dis,HCC130 Dialysis Status,,"Renal, Extra High"
13971,V4512,Noncmplnt w renal dialys,Chr kidney dis,HCC130 Dialysis Status,,"Renal, Extra High"
13972,V452,Ventricular shunt status,Oth nerv dx,,,
13973,V453,Intestinal bypass status,Other GI dx,,,
13974,V454,Arthrodesis status,Ot conn tiss,,,
13975,V4551,Prsc ntrutr cntrcptv dvc,Contraceptiv,,,
13976,V4552,Prsc sbdrml cntrcp mplnt,Contraceptiv,,,
13977,V4559,Prsc other cntrcptv dvc,Contraceptiv,,,
13978,V4561,Cataract extract status,Other eye dx,,,
13979,V4569,Post-proc st eye/adn NEC,Other eye dx,,,
13980,V4571,Acq absnce breast/nipple,Unclassified,,,
13981,V4572,Acquire absnce intestine,Unclassified,,,
13982,V4573,Acquired absence kidney,Unclassified,,,
13983,V4574,Acq absence urinary trct,Unclassified,,,
13984,V4575,Acq absence of stomach,Unclassified,,,
13985,V4576,Acq absence of lung,Unclassified,,,
13986,V4577,Acq absnce genital organ,Unclassified,,,
13987,V4578,Acquired absence of eye,Unclassified,,,
13988,V4579,Acq absence of organ NEC,Unclassified,,,
13989,V4581,Aortocoronary bypass,Coron athero,,,
13990,V4582,Status-post ptca,Coron athero,,,
13991,V4583,Breast impl remov status,Unclassified,,,
13992,V4584,Dental restoratn status,Unclassified,,,
13993,V4585,Insulin pump status,DiabMel no c,,,
13994,V4586,Bariatric surgery status,Unclassified,,,
13995,V4587,Trnsplnt orgn rem status,Unclassified,,,
13996,V4588,TPA adm status 24 hr pta,Unclassified,,,
13997,V4589,Post-proc states NEC,Unclassified,,,
13998,V460,Dependence on aspirator,Unclassified,,,"Pulmonary, Very High"
13999,V4611,Respirator depend status,Adlt resp fl,HCC77 Respirator Dependence/Tracheostomy Status,,"Pulmonary, Very High"
14000,V4612,Resp depend-powr failure,Adlt resp fl,HCC77 Respirator Dependence/Tracheostomy Status,,"Pulmonary, Very High"
14001,V4613,Weaning from respirator,Adlt resp fl,HCC77 Respirator Dependence/Tracheostomy Status,,Pulmonary
14002,V4614,Mech comp respirator,Adlt resp fl,HCC77 Respirator Dependence/Tracheostomy Status,,Pulmonary
14003,V462,Depend-supplement oxygen,Adlt resp fl,,,"Pulmonary, Very High"
14004,V463,Wheelchair dependence,Unclassified,,,
14005,V468,Machine dependence NEC,Unclassified,,,Pulmonary
14006,V469,Machine dependence NOS,Unclassified,,,Pulmonary
14007,V470,Intern organ deficiency,Unclassified,,,
14008,V471,Mech prob w internal org,Unclassified,,,
14009,V472,Cardiorespirat probl NEC,Unclassified,,,
14010,V473,Digestive problems NEC,Other GI dx,,,
14011,V474,Urinary problems NEC,Other GU dx,,,
14012,V475,Genital problems NEC,Other GU dx,,,
14013,V479,Probl w internal org NOS,Unclassified,,,
14014,V480,Deficiencies of head,Unclassified,,,
14015,V481,Deficiencies neck/trunk,Ot conn tiss,,,
14016,V482,Mechanical prob w head,Ot conn tiss,,,
14017,V483,Mech prob w neck & trunk,Ot conn tiss,,,
14018,V484,Sensory problem w head,Oth nerv dx,,,
14019,V485,Sensor prob w neck/trunk,Oth nerv dx,,,
14020,V486,Disfigurements of head,Ot bone dx,,,
14021,V487,Disfigurement neck/trunk,Ot bone dx,,,
14022,V488,Prob-head/neck/trunk NEC,Unclassified,,,
14023,V489,Prob-head/neck/trunk NOS,Unclassified,,,
14024,V490,Deficiencies of limbs,Ot conn tiss,,,
14025,V491,Mechanical prob w limbs,Ot conn tiss,,,
14026,V492,Motor problems w limbs,Ot conn tiss,,,
14027,V493,Sensory problems w limbs,Oth nerv dx,,,
14028,V494,Disfigurements of limbs,Ot bone dx,,,
14029,V495,Limb problems NEC,Ot conn tiss,,,
14030,V4960,Status amput up lmb NOS,Ot conn tiss,,,
14031,V4961,Status amput thumb,Ot conn tiss,,,
14032,V4962,Status amput oth fingers,Ot conn tiss,,,
14033,V4963,Status amput hand,Ot conn tiss,,,
14034,V4964,Status amput wrist,Ot conn tiss,,,
14035,V4965,Status amput below elbow,Ot conn tiss,,,
14036,V4966,Status amput above elbow,Ot conn tiss,,,
14037,V4967,Status amput shoulder,Ot conn tiss,,,
14038,V4970,Status amput lwr lmb NOS,Ot conn tiss,"HCC177 Amputation Status, Lower Limb/Amputation Complications",,
14039,V4971,Status amput great toe,Ot conn tiss,"HCC177 Amputation Status, Lower Limb/Amputation Complications",,
14040,V4972,Status amput othr toe(s),Ot conn tiss,"HCC177 Amputation Status, Lower Limb/Amputation Complications",,
14041,V4973,Status amput foot,Ot conn tiss,"HCC177 Amputation Status, Lower Limb/Amputation Complications",,
14042,V4974,Status amput ankle,Ot conn tiss,"HCC177 Amputation Status, Lower Limb/Amputation Complications",,
14043,V4975,Status amput below knee,Ot conn tiss,"HCC177 Amputation Status, Lower Limb/Amputation Complications",,
14044,V4976,Status amput above knee,Ot conn tiss,"HCC177 Amputation Status, Lower Limb/Amputation Complications",,
14045,V4977,Status amput hip,Ot conn tiss,"HCC177 Amputation Status, Lower Limb/Amputation Complications",,
14046,V4981,Asympt postmeno status,Unclassified,,,
14047,V4982,Dental sealant status,Unclassified,,,
14048,V4983,Await organ transplnt st,Unclassified,,,
14049,V4984,Bed confinement status,Unclassified,,,
14050,V4985,Dual sensory impairment,Other ear dx,,,
14051,V4986,Do not resusctate status,Unclassified,,,
14052,V4987,Physical restrain status,Unclassified,,,
14053,V4989,Conditn influ health NEC,Unclassified,,,
14054,V499,Probl influ health NOS,Unclassified,,,
14055,V500,Hair transplant,Unclassified,,,
14056,V501,Plastic surgery NEC,Unclassified,,,
14057,V502,Routine circumcision,Ot perint dx,,,
14058,V503,Ear piercing,Unclassified,,,
14059,V5041,Prphylct orgn rmvl brst,Unclassified,,,
14060,V5042,Prphylct orgn rmvl ovary,Unclassified,,,
14061,V5049,Prphylct orgn rmvl other,Unclassified,,,
14062,V508,Elective surgery NEC,Unclassified,,,
14063,V509,Elective surgery NOS,Unclassified,,,
14064,V510,Brst reconst fol mastect,Ot aftercare,,,
14065,V518,Aftercre plastc surg NEC,Ot aftercare,,,
14066,V520,Fitting artificial arm,Rehab,,,"Skeletal, Medium"
14067,V521,Fitting artificial leg,Rehab,"HCC177 Amputation Status, Lower Limb/Amputation Complications",,"Skeletal, Medium"
14068,V522,Fitting artificial eye,Other eye dx,,,
14069,V523,Fitting dental prosthes,Teeth dx,,,
14070,V524,Fit/adj breast pros/impl,Rehab,,,"Cancer, Low"
14071,V528,Fitting prosthesis NEC,Rehab,,,
14072,V529,Fitting prosthesis NOS,Rehab,,,
14073,V5301,Adj cerebral vent shunt,Oth nerv dx,,,Central Nervous System Low
14074,V5302,Adjust neuropacemaker,Oth nerv dx,,,Central Nervous System Low
14075,V5309,Adj nerv syst device NEC,Oth nerv dx,,,Central Nervous System Low
14076,V531,Fit contact lens/glasses,Other eye dx,,,
14077,V532,Adjustment hearing aid,Other ear dx,,,
14078,V5331,Ftng cardiac pacemaker,Conduction,,,"Cardiovascular, Medium"
14079,V5332,Ftng autmtc dfibrillator,Conduction,,,"Cardiovascular, Medium"
14080,V5339,Ftng oth cardiac device,Conduction,,,"Cardiovascular, Medium"
14081,V534,Fit orthodontic device,Teeth dx,,,
14082,V5350,Fit/adjust intestinl dev,Other GI dx,,,
14083,V5351,Fit/adj gastric lap band,Other GI dx,,,
14084,V5359,Fit/adjust gi app-device,Other GI dx,,,
14085,V536,Fitting urinary devices,Other GU dx,,,
14086,V537,Fit orthopedic devices,Ot conn tiss,,,
14087,V538,Adjustment of wheelchair,Rehab,,,
14088,V5390,Fit/adjust device NOS,Ot aftercare,,,
14089,V5391,Fit/adjust insulin pump,DiabMel no c,,,
14090,V5399,Fit/adjust device NEC,Ot aftercare,,,
14091,V5401,Removal int fixation dev,Oth fracture,,,
14092,V5402,Length/adjust growth rod,Oth fracture,,,
14093,V5409,Aftrcre int fixation dev,Oth fracture,,,
14094,V5410,Aftrcre traum fx arm NOS,Fx arm,,,
14095,V5411,Aftrcare traum fx up arm,Fx arm,,,
14096,V5412,Aftrcre traum fx low arm,Fx arm,,,
14097,V5413,Aftrcre traumatic fx hip,Fx hip,,,
14098,V5414,Aftrcre traum fx leg NOS,Fx leg,,,
14099,V5415,Aftrcare traum fx up leg,Fx leg,,,
14100,V5416,Aftrcre traum fx low leg,Fx leg,,,
14101,V5417,Aftrcre traum fx vertebr,Oth fracture,,,
14102,V5419,Aftrce traum fx bone NEC,Oth fracture,,,
14103,V5420,Aftrcare path fx arm NOS,Fx arm,,,
14104,V5421,Aftercare path fx up arm,Fx arm,,,
14105,V5422,Aftrcare path fx low arm,Fx arm,,,
14106,V5423,Aftercare path fx hip,Fx hip,,,
14107,V5424,Aftrcare path fx leg NOS,Fx leg,,,
14108,V5425,Aftrcare path fx up leg,Fx leg,,,
14109,V5426,Aftrcare path fx low leg,Fx leg,,,
14110,V5427,Aftrcare path fx vertebr,Oth fracture,,,
14111,V5429,Aftrcre path fx bone NEC,Oth fracture,,,
14112,V5481,Aftercare joint replace,Ot aftercare,,,
14113,V5482,Aftcr explantatn jt pros,Ot aftercare,,,
14114,V5489,Orthopedic aftercare NEC,Ot aftercare,,,
14115,V549,Orthopedic aftercare NOS,Ot aftercare,,,
14116,V550,Atten to tracheostomy,Ot uppr resp,HCC77 Respirator Dependence/Tracheostomy Status,,"Pulmonary, Very High"
14117,V551,Atten to gastrostomy,Other GI dx,HCC176 Artificial Openings for Feeding or Elimination,,"Gastrointestinal, High"
14118,V552,Atten to ileostomy,Other GI dx,HCC176 Artificial Openings for Feeding or Elimination,,"Gastrointestinal, High"
14119,V553,Atten to colostomy,Other GI dx,HCC176 Artificial Openings for Feeding or Elimination,,"Gastrointestinal, High"
14120,V554,Atten to enterostomy NEC,Other GI dx,HCC176 Artificial Openings for Feeding or Elimination,,"Gastrointestinal, High"
14121,V555,Atten to cystostomy,Other GU dx,HCC176 Artificial Openings for Feeding or Elimination,,"Renal, Medium"
14122,V556,Atten to urinostomy NEC,Other GU dx,HCC176 Artificial Openings for Feeding or Elimination,,"Renal, Medium"
